
,3,0.9090909090909091,0.35714285714285715,0.25641025641025644,0.8461538461538461,0.3333333333333333,0.23913043478260868,1.0,0.19047619047619047,0.16,1.0,0.17647058823529413,0.15,0.75,0.2608695652173913,0.19354838709677416,0.8333333333333334,0.3333333333333333,0.23809523809523808,0.8181818181818182,0.34615384615384615,0.24324324324324326,0.8571428571428571,0.5,0.3157894736842105,0.7142857142857143,0.20833333333333334,0.16129032258064516,0.6,0.5294117647058824,0.28125,0.65,0.43333333333333335,0.25999999999999995,0.8461538461538461,0.3142857142857143,0.22916666666666669,1.0,0.05,0.047619047619047616,1.0,0.15,0.13043478260869565,1.0,0.38095238095238093,0.27586206896551724,0.7142857142857143,0.21739130434782608,0.16666666666666666,0.08333333333333333,0.06666666666666667,0.037037037037037035,0.8,0.21052631578947367,0.16666666666666666,0.5,0.2777777777777778,0.17857142857142858,0.6666666666666666,0.19047619047619047,0.14814814814814814,0.625,0.3125,0.20833333333333334,0.7,0.3181818181818182,0.21875,0.875,0.2916666666666667,0.21875000000000003,0.75,0.5625,0.32142857142857145,0.6875,0.5,0.2894736842105263,0.23529411764705882,0.14814814814814814,0.0909090909090909,0.3333333333333333,0.07692307692307693,0.0625,0.0,0.0,0,0.0,0.0,0,0.8125,0.52,0.3170731707317073,0.6666666666666666,0.4,0.25,0.6153846153846154,0.7272727272727273,0.33333333333333337,0.8333333333333334,0.3125,0.22727272727272727,0.8,0.3333333333333333,0.23529411764705882,0.7142857142857143,0.3125,0.21739130434782608,1.0,0.375,0.2727272727272727,0.5714285714285714,0.18181818181818182,0.13793103448275862,1.0,0.21739130434782608,0.17857142857142855,0.375,0.2,0.13043478260869568,0.8333333333333334,0.2777777777777778,0.20833333333333334,0.6827195467422096,0.28793309438470727,0.20252100840336135
,4,0.75,0.21428571428571427,0.16666666666666666,0.8333333333333334,0.30303030303030304,0.2222222222222222,1.0,0.19047619047619047,0.16,1.0,0.17647058823529413,0.15,0.75,0.2608695652173913,0.19354838709677416,0.8333333333333334,0.3333333333333333,0.23809523809523808,0.875,0.2692307692307692,0.2058823529411765,0.8571428571428571,0.5,0.3157894736842105,0.6,0.125,0.10344827586206896,0.5714285714285714,0.47058823529411764,0.2580645161290323,0.6842105263157895,0.43333333333333335,0.2653061224489796,0.7,0.2,0.15555555555555556,1.0,0.05,0.047619047619047616,1.0,0.1,0.09090909090909091,1.0,0.38095238095238093,0.27586206896551724,0.8,0.17391304347826086,0.14285714285714285,0.2727272727272727,0.2,0.11538461538461538,0.75,0.15789473684210525,0.13043478260869565,0.5555555555555556,0.2777777777777778,0.1851851851851852,0.6,0.14285714285714285,0.11538461538461536,0.625,0.3125,0.20833333333333334,0.7,0.3181818181818182,0.21875,0.8571428571428571,0.25,0.19354838709677416,0.75,0.5625,0.32142857142857145,0.6666666666666666,0.45454545454545453,0.27027027027027023,0.23529411764705882,0.14814814814814814,0.0909090909090909,0.3333333333333333,0.07692307692307693,0.0625,0.2,0.06666666666666667,0.05,0.0,0.0,0,0.8125,0.52,0.3170731707317073,0.6666666666666666,0.4,0.25,0.3,0.2727272727272727,0.14285714285714282,0.8333333333333334,0.3125,0.22727272727272727,0.6666666666666666,0.16666666666666666,0.13333333333333333,0.8,0.25,0.19047619047619047,1.0,0.2916666666666667,0.22580645161290322,0.5714285714285714,0.18181818181818182,0.13793103448275862,1.0,0.21739130434782608,0.17857142857142855,0.75,0.4,0.26086956521739135,1.0,0.2222222222222222,0.1818181818181818,0.6813880126182965,0.25806451612903225,0.18717504332755633
,5,0.75,0.21428571428571427,0.16666666666666666,0.8333333333333334,0.30303030303030304,0.2222222222222222,1.0,0.19047619047619047,0.16,1.0,0.11764705882352941,0.10526315789473684,0.75,0.2608695652173913,0.19354838709677416,0.8333333333333334,0.3333333333333333,0.23809523809523808,0.875,0.2692307692307692,0.2058823529411765,0.7692307692307693,0.4166666666666667,0.2702702702702703,0.6,0.125,0.10344827586206896,0.6153846153846154,0.47058823529411764,0.26666666666666666,0.7058823529411765,0.4,0.25531914893617025,0.6666666666666666,0.17142857142857143,0.13636363636363638,1.0,0.05,0.047619047619047616,1.0,0.1,0.09090909090909091,1.0,0.38095238095238093,0.27586206896551724,0.8,0.17391304347826086,0.14285714285714285,0.2727272727272727,0.2,0.11538461538461538,0.75,0.15789473684210525,0.13043478260869565,0.5555555555555556,0.2777777777777778,0.1851851851851852,0.6,0.14285714285714285,0.11538461538461536,0.7142857142857143,0.3125,0.21739130434782608,0.7,0.3181818181818182,0.21875,0.8571428571428571,0.25,0.19354838709677416,0.75,0.5625,0.32142857142857145,0.6666666666666666,0.45454545454545453,0.27027027027027023,0.23529411764705882,0.14814814814814814,0.0909090909090909,0.3333333333333333,0.07692307692307693,0.0625,0.2,0.06666666666666667,0.05,0.0,0.0,0,0.8125,0.52,0.3170731707317073,0.6666666666666666,0.4,0.25,0.3,0.2727272727272727,0.14285714285714282,0.8333333333333334,0.3125,0.22727272727272727,0.6666666666666666,0.16666666666666666,0.13333333333333333,0.8,0.25,0.19047619047619047,1.0,0.2916666666666667,0.22580645161290322,0.5714285714285714,0.18181818181818182,0.13793103448275862,1.0,0.21739130434782608,0.17857142857142855,0.75,0.4,0.26086956521739135,1.0,0.2222222222222222,0.1818181818181818,0.6806451612903226,0.2520908004778972,0.1839581517000872
,6,1.0,0.21428571428571427,0.17647058823529413,0.7142857142857143,0.15151515151515152,0.125,1.0,0.14285714285714285,0.125,1.0,0.058823529411764705,0.05555555555555555,0.7142857142857143,0.21739130434782608,0.16666666666666666,1.0,0.2,0.16666666666666669,0.8571428571428571,0.23076923076923078,0.18181818181818182,0.9166666666666666,0.4583333333333333,0.3055555555555555,1.0,0.041666666666666664,0.039999999999999994,0.875,0.4117647058823529,0.28,0.6923076923076923,0.3,0.20930232558139533,1.0,0.14285714285714285,0.125,1.0,0.05,0.047619047619047616,1.0,0.05,0.047619047619047616,1.0,0.3333333333333333,0.25,0.75,0.13043478260869565,0.11111111111111109,0.5555555555555556,0.3333333333333333,0.20833333333333334,0.6666666666666666,0.10526315789473684,0.09090909090909091,0.6666666666666666,0.2222222222222222,0.16666666666666666,0.5,0.09523809523809523,0.08,0.6666666666666666,0.25,0.18181818181818182,0.625,0.22727272727272727,0.16666666666666666,1.0,0.125,0.1111111111111111,1.0,0.5,0.3333333333333333,0.5,0.18181818181818182,0.13333333333333333,0.21428571428571427,0.1111111111111111,0.07317073170731708,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.5555555555555556,0.2,0.14705882352941177,0.6666666666666666,0.26666666666666666,0.19047619047619044,0.0,0.0,0,0.8,0.25,0.19047619047619047,0.6666666666666666,0.16666666666666666,0.13333333333333333,0.5,0.0625,0.05555555555555555,1.0,0.2916666666666667,0.22580645161290322,0.8333333333333334,0.22727272727272727,0.17857142857142858,1.0,0.17391304347826086,0.14814814814814817,0.4,0.13333333333333333,0.1,1.0,0.2222222222222222,0.1818181818181818,0.7116279069767442,0.1827956989247312,0.14543726235741444
,7,1.0,0.21428571428571427,0.17647058823529413,0.7142857142857143,0.15151515151515152,0.125,1.0,0.14285714285714285,0.125,1.0,0.058823529411764705,0.05555555555555555,0.7142857142857143,0.21739130434782608,0.16666666666666666,1.0,0.13333333333333333,0.11764705882352941,0.8571428571428571,0.23076923076923078,0.18181818181818182,0.5,0.20833333333333334,0.14705882352941177,0,0.0,0,0.875,0.4117647058823529,0.28,0.7272727272727273,0.26666666666666666,0.1951219512195122,1.0,0.11428571428571428,0.10256410256410256,1.0,0.05,0.047619047619047616,1.0,0.05,0.047619047619047616,1.0,0.3333333333333333,0.25,0.75,0.13043478260869565,0.11111111111111109,0.375,0.2,0.13043478260869568,0.6666666666666666,0.10526315789473684,0.09090909090909091,0.75,0.16666666666666666,0.13636363636363638,0.3333333333333333,0.047619047619047616,0.041666666666666664,0.6666666666666666,0.25,0.18181818181818182,0.75,0.13636363636363635,0.11538461538461538,1.0,0.125,0.1111111111111111,1.0,0.5,0.3333333333333333,0.42857142857142855,0.13636363636363635,0.10344827586206896,0.25,0.1111111111111111,0.07692307692307691,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.5555555555555556,0.2,0.14705882352941177,1.0,0.26666666666666666,0.2105263157894737,0.0,0.0,0,1.0,0.125,0.1111111111111111,1.0,0.16666666666666666,0.14285714285714285,0.5,0.0625,0.05555555555555555,1.0,0.20833333333333334,0.1724137931034483,0.8,0.18181818181818182,0.14814814814814814,1.0,0.17391304347826086,0.14814814814814817,0.4,0.13333333333333333,0.1,1.0,0.16666666666666666,0.14285714285714285,0.6989247311827957,0.15531660692951016,0.1270772238514174
,8,1.0,0.21428571428571427,0.17647058823529413,0.7142857142857143,0.15151515151515152,0.125,1.0,0.14285714285714285,0.125,1.0,0.058823529411764705,0.05555555555555555,0.7142857142857143,0.21739130434782608,0.16666666666666666,0.0,0.0,0,0.8571428571428571,0.23076923076923078,0.18181818181818182,0.5,0.20833333333333334,0.14705882352941177,0,0.0,0,0.875,0.4117647058823529,0.28,0.75,0.2,0.15789473684210528,1.0,0.08571428571428572,0.07894736842105264,1.0,0.05,0.047619047619047616,1.0,0.05,0.047619047619047616,1.0,0.2857142857142857,0.22222222222222224,0.6666666666666666,0.08695652173913043,0.07692307692307691,0.375,0.2,0.13043478260869568,0.6666666666666666,0.10526315789473684,0.09090909090909091,0.75,0.16666666666666666,0.13636363636363638,0.3333333333333333,0.047619047619047616,0.041666666666666664,0.6,0.1875,0.14285714285714285,0.75,0.13636363636363635,0.11538461538461538,1.0,0.125,0.1111111111111111,1.0,0.5,0.3333333333333333,0.42857142857142855,0.13636363636363635,0.10344827586206896,0.25,0.1111111111111111,0.07692307692307691,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.5555555555555556,0.2,0.14705882352941177,1.0,0.26666666666666666,0.2105263157894737,0.0,0.0,0,1.0,0.125,0.1111111111111111,1.0,0.16666666666666666,0.14285714285714285,0.5,0.0625,0.05555555555555555,1.0,0.16666666666666666,0.14285714285714285,0.8,0.18181818181818182,0.14814814814814814,1.0,0.17391304347826086,0.14814814814814817,0.5,0.13333333333333333,0.10526315789473685,1.0,0.16666666666666666,0.14285714285714285,0.6875,0.14456391875746716,0.1194471865745311
,9,1.0,0.17857142857142858,0.15151515151515152,0.7142857142857143,0.15151515151515152,0.125,1.0,0.14285714285714285,0.125,1.0,0.058823529411764705,0.05555555555555555,0.7142857142857143,0.21739130434782608,0.16666666666666666,0.0,0.0,0,0.8571428571428571,0.23076923076923078,0.18181818181818182,0.375,0.125,0.09375,0,0.0,0,0.8571428571428571,0.35294117647058826,0.25,0.75,0.2,0.15789473684210528,1.0,0.08571428571428572,0.07894736842105264,1.0,0.05,0.047619047619047616,1.0,0.05,0.047619047619047616,1.0,0.2857142857142857,0.22222222222222224,0.6666666666666666,0.08695652173913043,0.07692307692307691,0.375,0.2,0.13043478260869568,0.6666666666666666,0.10526315789473684,0.09090909090909091,0.75,0.16666666666666666,0.13636363636363638,0.3333333333333333,0.047619047619047616,0.041666666666666664,0.6,0.1875,0.14285714285714285,0.75,0.13636363636363635,0.11538461538461538,0.6666666666666666,0.08333333333333333,0.07407407407407407,1.0,0.4375,0.30434782608695654,0.42857142857142855,0.13636363636363635,0.10344827586206896,0.25,0.1111111111111111,0.07692307692307691,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.5555555555555556,0.2,0.14705882352941177,1.0,0.26666666666666666,0.2105263157894737,0.0,0.0,0,1.0,0.125,0.1111111111111111,1.0,0.16666666666666666,0.14285714285714285,0.5,0.0625,0.05555555555555555,1.0,0.16666666666666666,0.14285714285714285,0.8,0.18181818181818182,0.14814814814814814,1.0,0.17391304347826086,0.14814814814814817,0.5,0.13333333333333333,0.10526315789473685,1.0,0.16666666666666666,0.14285714285714285,0.672514619883041,0.13739545997610514,0.11408730158730158

3,,Precison,Recall,Score,Precison,Recall,Score,Precison,Recall,Score,Precison,Recall,Score,Precison,Recall,Score,Precison,Recall,Score,Precison,Recall,Score,Precison,Recall,Score,Precison,Recall,Score,Precison,Recall,Score,Precison,Recall,Score,Precison,Recall,Score,Precison,Recall,Score,Precison,Recall,Score,Precison,Recall,Score,Precison,Recall,Score,Precison,Recall,Score,Precison,Recall,Score,Precison,Recall,Score,Precison,Recall,Score,Precison,Recall,Score,Precison,Recall,Score,Precison,Recall,Score,Precison,Recall,Score,Precison,Recall,Score,Precison,Recall,Score,Precison,Recall,Score,Precison,Recall,Score,Precison,Recall,Score,Precison,Recall,Score,Precison,Recall,Score,Precison,Recall,Score,Precison,Recall,Score,Precison,Recall,Score,Precison,Recall,Score,Precison,Recall,Score,Precison,Recall,Score,Precison,Recall,Score,Precison,Recall,Score,Precison,Recall,Score,Precison,Recall,Score
,3,0.8461538461538461,0.39285714285714285,0.26829268292682923,0.8,0.36363636363636365,0.25000000000000006,1.0,0.19047619047619047,0.16,0.8,0.23529411764705882,0.1818181818181818,0.75,0.2608695652173913,0.19354838709677416,0.8333333333333334,0.3333333333333333,0.23809523809523808,0.8181818181818182,0.34615384615384615,0.24324324324324326,0.8571428571428571,0.5,0.3157894736842105,0.7142857142857143,0.20833333333333334,0.16129032258064516,0.5882352941176471,0.5882352941176471,0.29411764705882354,0.5769230769230769,0.5,0.26785714285714285,0.8666666666666667,0.37142857142857144,0.26,1.0,0.05,0.047619047619047616,1.0,0.15,0.13043478260869565,1.0,0.47619047619047616,0.3225806451612903,0.7777777777777778,0.30434782608695654,0.21875000000000003,0.08333333333333333,0.06666666666666667,0.037037037037037035,0.8,0.21052631578947367,0.16666666666666666,0.5,0.2777777777777778,0.17857142857142858,0.6666666666666666,0.19047619047619047,0.14814814814814814,0.5,0.3125,0.19230769230769232,0.7,0.3181818181818182,0.21875,0.875,0.2916666666666667,0.21875000000000003,0.7142857142857143,0.625,0.3333333333333333,0.6666666666666666,0.5454545454545454,0.3,0.23529411764705882,0.14814814814814814,0.0909090909090909,0.3333333333333333,0.07692307692307693,0.0625,0.0,0.0,0,0.0,0.0,0,0.75,0.6,0.33333333333333326,0.6923076923076923,0.6,0.32142857142857145,0.6153846153846154,0.7272727272727273,0.33333333333333337,0.8333333333333334,0.3125,0.22727272727272727,0.7142857142857143,0.4166666666666667,0.2631578947368421,0.6666666666666666,0.375,0.24000000000000005,1.0,0.375,0.2727272727272727,0.5714285714285714,0.18181818181818182,0.13793103448275862,1.0,0.21739130434782608,0.17857142857142855,0.375,0.2,0.13043478260869568,0.8333333333333334,0.2777777777777778,0.20833333333333334,0.670076726342711,0.3130227001194743,0.21335504885993486
,4,0.75,0.21428571428571427,0.16666666666666666,0.7857142857142857,0.3333333333333333,0.2340425531914893,1.0,0.19047619047619047,0.16,0.8,0.23529411764705882,0.1818181818181818,0.75,0.2608695652173913,0.19354838709677416,0.8333333333333334,0.3333333333333333,0.23809523809523808,0.8,0.3076923076923077,0.2222222222222222,0.8571428571428571,0.5,0.3157894736842105,0.6,0.125,0.10344827586206896,0.5625,0.5294117647058824,0.27272727272727276,0.6521739130434783,0.5,0.2830188679245283,0.75,0.2571428571428571,0.19148936170212766,1.0,0.05,0.047619047619047616,1.0,0.1,0.09090909090909091,1.0,0.47619047619047616,0.3225806451612903,0.8571428571428571,0.2608695652173913,0.2,0.2727272727272727,0.2,0.11538461538461538,0.75,0.15789473684210525,0.13043478260869565,0.5555555555555556,0.2777777777777778,0.1851851851851852,0.6,0.14285714285714285,0.11538461538461536,0.5,0.3125,0.19230769230769232,0.7,0.3181818181818182,0.21875,0.8571428571428571,0.25,0.19354838709677416,0.7142857142857143,0.625,0.3333333333333333,0.6470588235294118,0.5,0.2820512820512821,0.23529411764705882,0.14814814814814814,0.0909090909090909,0.3333333333333333,0.07692307692307693,0.0625,0.2,0.06666666666666667,0.05,0.0,0.0,0,0.75,0.6,0.33333333333333326,0.6923076923076923,0.6,0.32142857142857145,0.3,0.2727272727272727,0.14285714285714282,0.8333333333333334,0.3125,0.22727272727272727,0.6666666666666666,0.16666666666666666,0.13333333333333333,0.7142857142857143,0.3125,0.21739130434782608,1.0,0.2916666666666667,0.22580645161290322,0.5714285714285714,0.18181818181818182,0.13793103448275862,1.0,0.21739130434782608,0.17857142857142855,0.75,0.4,0.26086956521739135,1.0,0.2222222222222222,0.1818181818181818,0.6723646723646723,0.2819593787335723,0.19865319865319866
,5,0.75,0.21428571428571427,0.16666666666666666,0.7857142857142857,0.3333333333333333,0.2340425531914893,1.0,0.19047619047619047,0.16,1.0,0.11764705882352941,0.10526315789473684,0.75,0.2608695652173913,0.19354838709677416,0.8333333333333334,0.3333333333333333,0.23809523809523808,0.8,0.3076923076923077,0.2222222222222222,0.7692307692307693,0.4166666666666667,0.2702702702702703,0.6,0.125,0.10344827586206896,0.6,0.5294117647058824,0.28125,0.6666666666666666,0.4666666666666667,0.27450980392156865,0.7272727272727273,0.22857142857142856,0.17391304347826086,1.0,0.05,0.047619047619047616,1.0,0.1,0.09090909090909091,1.0,0.47619047619047616,0.3225806451612903,0.8571428571428571,0.2608695652173913,0.2,0.2727272727272727,0.2,0.11538461538461538,0.75,0.15789473684210525,0.13043478260869565,0.5555555555555556,0.2777777777777778,0.1851851851851852,0.6,0.14285714285714285,0.11538461538461536,0.7142857142857143,0.3125,0.21739130434782608,0.7,0.3181818181818182,0.21875,0.8571428571428571,0.25,0.19354838709677416,0.7142857142857143,0.625,0.3333333333333333,0.6470588235294118,0.5,0.2820512820512821,0.23529411764705882,0.14814814814814814,0.0909090909090909,0.3333333333333333,0.07692307692307693,0.0625,0.2,0.06666666666666667,0.05,0.0,0.0,0,0.75,0.6,0.33333333333333326,0.6923076923076923,0.6,0.32142857142857145,0.3,0.2727272727272727,0.14285714285714282,0.8333333333333334,0.3125,0.22727272727272727,0.6666666666666666,0.16666666666666666,0.13333333333333333,0.7142857142857143,0.3125,0.21739130434782608,1.0,0.2916666666666667,0.22580645161290322,0.5714285714285714,0.18181818181818182,0.13793103448275862,1.0,0.21739130434782608,0.17857142857142855,0.75,0.4,0.26086956521739135,1.0,0.2222222222222222,0.1818181818181818,0.6764705882352942,0.2747909199522103,0.19541206457094307
,6,1.0,0.21428571428571427,0.17647058823529413,0.6666666666666666,0.18181818181818182,0.14285714285714288,1.0,0.14285714285714285,0.125,1.0,0.058823529411764705,0.05555555555555555,0.7142857142857143,0.21739130434782608,0.16666666666666666,1.0,0.2,0.16666666666666669,0.7777777777777778,0.2692307692307692,0.19999999999999998,0.9166666666666666,0.4583333333333333,0.3055555555555555,1.0,0.041666666666666664,0.039999999999999994,0.8,0.47058823529411764,0.29629629629629634,0.6923076923076923,0.3,0.20930232558139533,1.0,0.14285714285714285,0.125,1.0,0.05,0.047619047619047616,1.0,0.05,0.047619047619047616,1.0,0.42857142857142855,0.3,0.75,0.13043478260869565,0.11111111111111109,0.6363636363636364,0.4666666666666667,0.2692307692307693,0.6666666666666666,0.10526315789473684,0.09090909090909091,0.6666666666666666,0.2222222222222222,0.16666666666666666,0.5,0.09523809523809523,0.08,0.6666666666666666,0.25,0.18181818181818182,0.625,0.22727272727272727,0.16666666666666666,1.0,0.125,0.1111111111111111,1.0,0.5,0.3333333333333333,0.5,0.18181818181818182,0.13333333333333333,0.21428571428571427,0.1111111111111111,0.07317073170731708,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.45454545454545453,0.2,0.1388888888888889,0.75,0.4,0.26086956521739135,0.0,0.0,0,0.8,0.25,0.19047619047619047,0.6666666666666666,0.16666666666666666,0.13333333333333333,0.5,0.0625,0.05555555555555555,1.0,0.2916666666666667,0.22580645161290322,0.8333333333333334,0.22727272727272727,0.17857142857142858,1.0,0.17391304347826086,0.14814814814814817,0.4,0.13333333333333333,0.1,1.0,0.2222222222222222,0.1818181818181818,0.7074235807860262,0.1935483870967742,0.15196998123827393
,7,1.0,0.21428571428571427,0.17647058823529413,0.6666666666666666,0.18181818181818182,0.14285714285714288,1.0,0.14285714285714285,0.125,1.0,0.058823529411764705,0.05555555555555555,0.7142857142857143,0.21739130434782608,0.16666666666666666,1.0,0.13333333333333333,0.11764705882352941,0.7777777777777778,0.2692307692307692,0.19999999999999998,0.5,0.20833333333333334,0.14705882352941177,0,0.0,0,0.8,0.47058823529411764,0.29629629629629634,0.7272727272727273,0.26666666666666666,0.1951219512195122,1.0,0.11428571428571428,0.10256410256410256,1.0,0.05,0.047619047619047616,1.0,0.05,0.047619047619047616,1.0,0.42857142857142855,0.3,0.75,0.13043478260869565,0.11111111111111109,0.375,0.2,0.13043478260869568,0.6666666666666666,0.10526315789473684,0.09090909090909091,0.75,0.16666666666666666,0.13636363636363638,0.3333333333333333,0.047619047619047616,0.041666666666666664,0.6666666666666666,0.25,0.18181818181818182,0.75,0.13636363636363635,0.11538461538461538,1.0,0.125,0.1111111111111111,1.0,0.5,0.3333333333333333,0.42857142857142855,0.13636363636363635,0.10344827586206896,0.25,0.1111111111111111,0.07692307692307691,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.45454545454545453,0.2,0.1388888888888889,1.0,0.4,0.28571428571428575,0.0,0.0,0,1.0,0.125,0.1111111111111111,1.0,0.16666666666666666,0.14285714285714285,0.5,0.0625,0.05555555555555555,1.0,0.20833333333333334,0.1724137931034483,0.8,0.18181818181818182,0.14814814814814814,1.0,0.17391304347826086,0.14814814814814817,0.4,0.13333333333333333,0.1,1.0,0.16666666666666666,0.14285714285714285,0.6919191919191919,0.16367980884109917,0.1323671497584541
,8,1.0,0.21428571428571427,0.17647058823529413,0.6666666666666666,0.18181818181818182,0.14285714285714288,1.0,0.14285714285714285,0.125,1.0,0.058823529411764705,0.05555555555555555,0.7142857142857143,0.21739130434782608,0.16666666666666666,0.0,0.0,0,0.7777777777777778,0.2692307692307692,0.19999999999999998,0.5,0.20833333333333334,0.14705882352941177,0,0.0,0,0.8,0.47058823529411764,0.29629629629629634,0.75,0.2,0.15789473684210528,1.0,0.08571428571428572,0.07894736842105264,1.0,0.05,0.047619047619047616,1.0,0.05,0.047619047619047616,1.0,0.38095238095238093,0.27586206896551724,0.6666666666666666,0.08695652173913043,0.07692307692307691,0.375,0.2,0.13043478260869568,0.6666666666666666,0.10526315789473684,0.09090909090909091,0.75,0.16666666666666666,0.13636363636363638,0.3333333333333333,0.047619047619047616,0.041666666666666664,0.6,0.1875,0.14285714285714285,0.75,0.13636363636363635,0.11538461538461538,1.0,0.125,0.1111111111111111,1.0,0.5,0.3333333333333333,0.42857142857142855,0.13636363636363635,0.10344827586206896,0.25,0.1111111111111111,0.07692307692307691,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.45454545454545453,0.2,0.1388888888888889,1.0,0.4,0.28571428571428575,0.0,0.0,0,1.0,0.125,0.1111111111111111,1.0,0.16666666666666666,0.14285714285714285,0.5,0.0625,0.05555555555555555,1.0,0.16666666666666666,0.14285714285714285,0.8,0.18181818181818182,0.14814814814814814,1.0,0.17391304347826086,0.14814814814814817,0.5,0.13333333333333333,0.10526315789473685,1.0,0.16666666666666666,0.14285714285714285,0.6808510638297872,0.15292712066905614,0.1248780487804878
,9,1.0,0.17857142857142858,0.15151515151515152,0.6666666666666666,0.18181818181818182,0.14285714285714288,1.0,0.14285714285714285,0.125,1.0,0.058823529411764705,0.05555555555555555,0.7142857142857143,0.21739130434782608,0.16666666666666666,0.0,0.0,0,0.7777777777777778,0.2692307692307692,0.19999999999999998,0.375,0.125,0.09375,0,0.0,0,0.8571428571428571,0.35294117647058826,0.25,0.75,0.2,0.15789473684210528,1.0,0.08571428571428572,0.07894736842105264,1.0,0.05,0.047619047619047616,1.0,0.05,0.047619047619047616,1.0,0.38095238095238093,0.27586206896551724,0.6666666666666666,0.08695652173913043,0.07692307692307691,0.375,0.2,0.13043478260869568,0.6666666666666666,0.10526315789473684,0.09090909090909091,0.75,0.16666666666666666,0.13636363636363638,0.3333333333333333,0.047619047619047616,0.041666666666666664,0.6,0.1875,0.14285714285714285,0.75,0.13636363636363635,0.11538461538461538,0.6666666666666666,0.08333333333333333,0.07407407407407407,1.0,0.4375,0.30434782608695654,0.42857142857142855,0.13636363636363635,0.10344827586206896,0.25,0.1111111111111111,0.07692307692307691,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.45454545454545453,0.2,0.1388888888888889,1.0,0.4,0.28571428571428575,0.0,0.0,0,1.0,0.125,0.1111111111111111,1.0,0.16666666666666666,0.14285714285714285,0.5,0.0625,0.05555555555555555,1.0,0.16666666666666666,0.14285714285714285,0.8,0.18181818181818182,0.14814814814814814,1.0,0.17391304347826086,0.14814814814814817,0.5,0.13333333333333333,0.10526315789473685,1.0,0.16666666666666666,0.14285714285714285,0.6685082872928176,0.14456391875746716,0.11886051080550099

4,,Precison,Recall,Score,Precison,Recall,Score,Precison,Recall,Score,Precison,Recall,Score,Precison,Recall,Score,Precison,Recall,Score,Precison,Recall,Score,Precison,Recall,Score,Precison,Recall,Score,Precison,Recall,Score,Precison,Recall,Score,Precison,Recall,Score,Precison,Recall,Score,Precison,Recall,Score,Precison,Recall,Score,Precison,Recall,Score,Precison,Recall,Score,Precison,Recall,Score,Precison,Recall,Score,Precison,Recall,Score,Precison,Recall,Score,Precison,Recall,Score,Precison,Recall,Score,Precison,Recall,Score,Precison,Recall,Score,Precison,Recall,Score,Precison,Recall,Score,Precison,Recall,Score,Precison,Recall,Score,Precison,Recall,Score,Precison,Recall,Score,Precison,Recall,Score,Precison,Recall,Score,Precison,Recall,Score,Precison,Recall,Score,Precison,Recall,Score,Precison,Recall,Score,Precison,Recall,Score,Precison,Recall,Score,Precison,Recall,Score,Precison,Recall,Score
,3,0.8461538461538461,0.39285714285714285,0.26829268292682923,0.8,0.36363636363636365,0.25000000000000006,1.0,0.19047619047619047,0.16,0.625,0.29411764705882354,0.2,0.75,0.2608695652173913,0.19354838709677416,0.8333333333333334,0.3333333333333333,0.23809523809523808,0.7857142857142857,0.4230769230769231,0.275,0.8235294117647058,0.5833333333333334,0.34146341463414637,0.7142857142857143,0.20833333333333334,0.16129032258064516,0.5882352941176471,0.5882352941176471,0.29411764705882354,0.5769230769230769,0.5,0.26785714285714285,0.8666666666666667,0.37142857142857144,0.26,1.0,0.05,0.047619047619047616,1.0,0.15,0.13043478260869565,1.0,0.47619047619047616,0.3225806451612903,0.7333333333333333,0.4782608695652174,0.2894736842105263,0.08333333333333333,0.06666666666666667,0.037037037037037035,0.8,0.21052631578947367,0.16666666666666666,0.5,0.2777777777777778,0.17857142857142858,0.5,0.2857142857142857,0.18181818181818182,0.5,0.3125,0.19230769230769232,0.6153846153846154,0.36363636363636365,0.2285714285714286,0.8181818181818182,0.375,0.2571428571428571,0.7142857142857143,0.625,0.3333333333333333,0.6666666666666666,0.5454545454545454,0.3,0.2,0.14814814814814814,0.0851063829787234,0.3333333333333333,0.07692307692307693,0.0625,0.0,0.0,0,0.0,0.0,0,0.75,0.6,0.33333333333333326,0.6923076923076923,0.6,0.32142857142857145,0.6153846153846154,0.7272727272727273,0.33333333333333337,0.8333333333333334,0.3125,0.22727272727272727,0.7142857142857143,0.4166666666666667,0.2631578947368421,0.6666666666666666,0.375,0.24000000000000005,0.9166666666666666,0.4583333333333333,0.3055555555555555,0.5714285714285714,0.18181818181818182,0.13793103448275862,1.0,0.21739130434782608,0.17857142857142855,0.375,0.2,0.13043478260869568,0.8333333333333334,0.2777777777777778,0.20833333333333334,0.6556603773584906,0.3321385902031063,0.2204599524187153
